ID;Municipio;SiglaEstado;QtdMasculino;QtdFeminino;QtdTotal;PercentualFeminino;PercentualMasculino
3395;NOVA SANTA RITA;PI;62;30;92;326.086.956.521.739.000;673.913.043.478.260.000
4671;S«O FRANCISCO;SE;62;30;92;326.086.956.521.739.000;673.913.043.478.260.000
4403;SANTA CRUZ DAS PALMEIRAS;SP;246;119;365;326.027.397.260.273.000;673.972.602.739.726.000
1389;CORDEIRO;RJ;211;102;313;325.878.594.249.201.000;674.121.405.750.798.000
4951;S«O VICENTE;RN;60;29;89;325.842.696.629.213.000;674.157.303.370.786.000
4453;SANTA LUZIA DO NORTE;AL;147;71;218;325.688.073.394.495.000;674.311.926.605.504.000
2952;MARCEL∂NDIA;MT;147;71;218;325.688.073.394.495.000;674.311.926.605.504.000
3465;OLINDA NOVA DO MARANH«O;MA;174;84;258;325.581.395.348.837.000;674.418.604.651.162.000
4723;S«O JO«O DA MATA;MG;58;28;86;325.581.395.348.837.000;674.418.604.651.162.000
3354;NOVA IPIXUNA;PA;172;83;255;325.490.196.078.431.000;674.509.803.921.568.000
1135;CARMO;RJ;228;110;338;325.443.786.982.248.000;674.556.213.017.751.000
1099;CARA÷BAS;BA;112;54;166;325.301.204.819.277.000;674.698.795.180.722.000
2490;JACAREZINHO;PR;251;121;372;325.268.817.204.301.000;674.731.182.795.698.000
3436;NOVO PROGRESSO;PA;195;94;289;325.259.515.570.934.000;674.740.484.429.065.000
2412;ITAPU÷;SP;222;107;329;325.227.963.525.835.000;674.772.036.474.164.000
907;CAJURI;MG;83;40;123;325.203.252.032.520.000;674.796.747.967.479.000
3628;PARATY;RJ;247;119;366;325.136.612.021.857.000;674.863.387.978.142.000
4436;SANTA IN“S;BA;137;66;203;325.123.152.709.359.000;674.876.847.290.640.000
4745;S«O JO«O DO MANHUAÄU;MG;164;79;243;325.102.880.658.436.000;674.897.119.341.563.000
3932;POMPêU;MG;191;92;283;325.088.339.222.614.000;674.911.660.777.385.000
2607;JO«O MONLEVADE;MG;326;157;483;325.051.759.834.368.000;674.948.240.165.631.000
3807;PILAR;PB;135;65;200;325.000.000.000.000.000;675.000.000.000.000.000
887;CAIBATê;RS;54;26;80;325.000.000.000.000.000;675.000.000.000.000.000
2265;IPUEIRAS;TO;81;39;120;325.000.000.000.000.000;675.000.000.000.000.000
5250;TERRA DE AREIA;RS;81;39;120;325.000.000.000.000.000;675.000.000.000.000.000
5423;URA÷;PR;187;90;277;324.909.747.292.418.000;675.090.252.707.581.000
1561;DIAMANTE;PB;79;38;117;324.786.324.786.324.000;675.213.675.213.675.000
836;CABRµLIA PAULISTA;SP;158;76;234;324.786.324.786.324.000;675.213.675.213.675.000
605;BENEVIDES;PA;316;152;468;324.786.324.786.324.000;675.213.675.213.675.000
451;BACURI;MA;158;76;234;324.786.324.786.324.000;675.213.675.213.675.000
265;ANT‚NIO GONÄALVES;BA;79;38;117;324.786.324.786.324.000;675.213.675.213.675.000
1262;CHAPADINHA;MA;262;126;388;324.742.268.041.237.000;675.257.731.958.762.000
4172;RIACHO DA CRUZ;RN;52;25;77;324.675.324.675.324.000;675.324.675.324.675.000
4964;SAPUCAIA;PA;156;75;231;324.675.324.675.324.000;675.324.675.324.675.000
18;ACARµ;PA;414;199;613;324.632.952.691.680.000;675.367.047.308.319.000
5121;SOORETAMA;ES;206;99;305;324.590.163.934.426.000;675.409.836.065.573.000
4166;RIACH«O DO BACAMARTE;PB;77;37;114;324.561.403.508.771.000;675.438.596.491.228.000
2710;LAGOA DO PIAU÷;PI;77;37;114;324.561.403.508.771.000;675.438.596.491.228.000
2676;JUSSARI;BA;102;49;151;324.503.311.258.278.000;675.496.688.741.721.000
2590;JESU∂NIA;MG;127;61;188;324.468.085.106.382.000;675.531.914.893.617.000
2657;JUNQUEIR‡POLIS;SP;125;60;185;324.324.324.324.324.000;675.675.675.675.675.000
3075;MIGUEL PEREIRA;RJ;375;180;555;324.324.324.324.324.000;675.675.675.675.675.000
3480;ORIZONA;GO;100;48;148;324.324.324.324.324.000;675.675.675.675.675.000
3873;PIRAPORA DO BOM JESUS;SP;348;167;515;324.271.844.660.194.000;675.728.155.339.805.000
2447;ITIRAPINA;SP;271;130;401;324.189.526.184.538.000;675.810.473.815.461.000
1876;FRONTEIRA;MG;196;94;290;324.137.931.034.482.000;675.862.068.965.517.000
4718;S«O JO«O DA BARRA;RJ;294;141;435;324.137.931.034.482.000;675.862.068.965.517.000
218;ANAL∂NDIA;SP;171;82;253;324.110.671.936.758.000;675.889.328.063.241.000
3975;PORTO ALEGRE DO TOCANTINS;TO;73;35;108;324.074.074.074.074.000;675.925.925.925.925.000
946;CAMPESTRE DE GOIµS;GO;121;58;179;324.022.346.368.715.000;675.977.653.631.284.000
1984;GRUPIARA;MG;48;23;71;323.943.661.971.830.000;676.056.338.028.169.000
1742;EUSêBIO;CE;192;92;284;323.943.661.971.830.000;676.056.338.028.169.000
5058;SERRINHA DOS PINTOS;RN;48;23;71;323.943.661.971.830.000;676.056.338.028.169.000
32;ADOLFO;SP;119;57;176;323.863.636.363.636.000;676.136.363.636.363.000
3038;MATOZINHOS;MG;357;171;528;323.863.636.363.636.000;676.136.363.636.363.000
5312;TREMEMBê;SP;309;148;457;323.851.203.501.094.000;676.148.796.498.905.000
5478;VARJOTA;CE;71;34;105;323.809.523.809.523.000;676.190.476.190.476.000
974;CAMPO DO TENENTE;PR;165;79;244;323.770.491.803.278.000;676.229.508.196.721.000
166;ALTO RIO NOVO;ES;94;45;139;323.741.007.194.244.000;676.258.992.805.755.000
1624;DORES DO RIO PRETO;ES;94;45;139;323.741.007.194.244.000;676.258.992.805.755.000
3869;PIRAPEMAS;MA;209;100;309;323.624.595.469.255.000;676.375.404.530.744.000
4471;SANTA MARIA DO SALTO;MG;69;33;102;323.529.411.764.705.000;676.470.588.235.294.000
1657;ELDORADO DOS CARAJµS;PA;207;99;306;323.529.411.764.705.000;676.470.588.235.294.000
3476;ORIENTE;SP;182;87;269;323.420.074.349.442.000;676.579.925.650.557.000
239;ANGELIM;PE;90;43;133;323.308.270.676.691.000;676.691.729.323.308.000
4485;SANTA RITA DE JACUTINGA;MG;88;42;130;323.076.923.076.923.000;676.923.076.923.076.000
632;BIRITIBA MIRIM;SP;413;197;610;322.950.819.672.131.000;677.049.180.327.868.000
4491;SANTA RITA DO PASSA QUATRO;SP;239;114;353;322.946.175.637.393.000;677.053.824.362.606.000
3996;PORTO REAL;RJ;304;145;449;322.939.866.369.710.000;677.060.133.630.289.000
4261;RIO PARDO;RS;235;112;347;322.766.570.605.187.000;677.233.429.394.812.000
2381;ITAPEMA;SC;277;132;409;322.738.386.308.068.000;677.261.613.691.931.000
312;ARAGOI∂NIA;GO;149;71;220;322.727.272.727.272.000;677.272.727.272.727.000
3987;PORTO FELIZ;SP;359;171;530;322.641.509.433.962.000;677.358.490.566.037.000
3518;PACATUBA;SE;147;70;217;322.580.645.161.290.000;677.419.354.838.709.000
3525;PADRE MARCOS;PI;63;30;93;322.580.645.161.290.000;677.419.354.838.709.000
4137;RECURSOL∂NDIA;TO;63;30;93;322.580.645.161.290.000;677.419.354.838.709.000
4419;SANTA Fê DE GOIµS;GO;84;40;124;322.580.645.161.290.000;677.419.354.838.709.000
2675;JUSSARA;BA;105;50;155;322.580.645.161.290.000;677.419.354.838.709.000
5110;SOBRµLIA;MG;166;79;245;322.448.979.591.836.000;677.551.020.408.163.000
1416;CORONEL MURTA;MG;124;59;183;322.404.371.584.699.000;677.595.628.415.300.000
2279;IRANI;SC;103;49;152;322.368.421.052.631.000;677.631.578.947.368.000
1312;COLINA;SP;185;88;273;322.344.322.344.322.000;677.655.677.655.677.000
5233;TENENTE LAURENTINO CRUZ;RN;82;39;121;322.314.049.586.776.000;677.685.950.413.223.000
2851;MACAUBAL;SP;122;58;180;322.222.222.222.222.000;677.777.777.777.777.000
4828;S«O JOSê DOS CORDEIROS;PB;61;29;90;322.222.222.222.222.000;677.777.777.777.777.000
1300;COCALINHO;MT;101;48;149;322.147.651.006.711.000;677.852.348.993.288.000
4899;S«O PEDRO DO IVA÷;PR;141;67;208;322.115.384.615.384.000;677.884.615.384.615.000
2911;MANHUMIRIM;MG;221;105;326;322.085.889.570.552.000;677.914.110.429.447.000
3082;MIMOSO DE GOIµS;GO;120;57;177;322.033.898.305.084.000;677.966.101.694.915.000
2542;JAPOR«;MS;200;95;295;322.033.898.305.084.000;677.966.101.694.915.000
2086;IACANGA;SP;120;57;177;322.033.898.305.084.000;677.966.101.694.915.000
511;BARRA BONITA;SP;398;189;587;321.976.149.914.821.000;678.023.850.085.178.000
3210;MORRO REDONDO;RS;99;47;146;321.917.808.219.178.000;678.082.191.780.821.000
236;ANGATUBA;SP;257;122;379;321.899.736.147.757.000;678.100.263.852.242.000
1824;FL‡RIDA;PR;59;28;87;321.839.080.459.770.000;678.160.919.540.229.000
2989;MARLIêRIA;MG;137;65;202;321.782.178.217.821.000;678.217.821.782.178.000
81;AGUIARN‡POLIS;TO;78;37;115;321.739.130.434.782.000;678.260.869.565.217.000
837;CABREÈVA;SP;270;128;398;321.608.040.201.005.000;678.391.959.798.994.000
2748;LAMBARI;MG;249;118;367;321.525.885.558.583.000;678.474.114.441.416.000
4411;SANTA CRUZ DO PIAU÷;PI;57;27;84;321.428.571.428.571.000;678.571.428.571.428.000
3821;PINDOBA;AL;57;27;84;321.428.571.428.571.000;678.571.428.571.428.000
3623;PARAOPEBA;MG;319;151;470;321.276.595.744.680.000;678.723.404.255.319.000
2444;ITINGA;MG;150;71;221;321.266.968.325.791.000;678.733.031.674.208.000
1277;CHUPINGUAIA;RO;131;62;193;321.243.523.316.062.000;678.756.476.683.937.000
811;BURITI DOS LOPES;PI;112;53;165;321.212.121.212.121.000;678.787.878.787.878.000
481;BANANAL;SP;224;106;330;321.212.121.212.121.000;678.787.878.787.878.000
2070;HERVAL;RS;93;44;137;321.167.883.211.678.000;678.832.116.788.321.000
3090;MINEIROS;GO;222;105;327;321.100.917.431.192.000;678.899.082.568.807.000
4989;SEBERI;RS;74;35;109;321.100.917.431.192.000;678.899.082.568.807.000
4602;SANTO AUGUSTO;RS;74;35;109;321.100.917.431.192.000;678.899.082.568.807.000
3091;MINEIROS DO TIET“;SP;203;96;299;321.070.234.113.712.000;678.929.765.886.287.000
4395;SANTA CRUZ;RN;129;61;190;321.052.631.578.947.000;678.947.368.421.052.000
1995;GUAIRAÄµ;PR;110;52;162;320.987.654.320.987.000;679.012.345.679.012.000
627;BICAS;MG;220;104;324;320.987.654.320.987.000;679.012.345.679.012.000
661;BOCAINA;PI;55;26;81;320.987.654.320.987.000;679.012.345.679.012.000
452;BACURITUBA;MA;146;69;215;320.930.232.558.139.000;679.069.767.441.860.000
1436;CORUMBATA÷ DO SUL;PR;146;69;215;320.930.232.558.139.000;679.069.767.441.860.000
3615;PARANA÷TA;MT;91;43;134;320.895.522.388.059.000;679.104.477.611.940.000
4425;SANTA FILOMENA DO MARANH«O;MA;72;34;106;320.754.716.981.132.000;679.245.283.018.867.000
1718;ESP÷RITO SANTO DO TURVO;SP;108;51;159;320.754.716.981.132.000;679.245.283.018.867.000
2408;ITAPORANGA D'AJUDA;SE;233;110;343;320.699.708.454.810.000;679.300.291.545.189.000
307;ARAÄOIABA DA SERRA;SP;250;118;368;320.652.173.913.043.000;679.347.826.086.956.000
4209;RINC«O;SP;195;92;287;320.557.491.289.198.000;679.442.508.710.801.000
5070;SETE DE SETEMBRO;RS;53;25;78;320.512.820.512.820.000;679.487.179.487.179.000
2231;IPAMERI;GO;229;108;337;320.474.777.448.071.000;679.525.222.551.928.000
3323;NOVA CAMPINA;SP;176;83;259;320.463.320.463.320.000;679.536.679.536.679.000
2652;JUNDIµ;RN;70;33;103;320.388.349.514.563.000;679.611.650.485.436.000
4041;PRESIDENTE DUTRA;MA;140;66;206;320.388.349.514.563.000;679.611.650.485.436.000
980;CAMPO GRANDE;AL;70;33;103;320.388.349.514.563.000;679.611.650.485.436.000
5068;SERT«OZINHO;PB;70;33;103;320.388.349.514.563.000;679.611.650.485.436.000
372;AREIA BRANCA;SE;227;107;334;320.359.281.437.125.000;679.640.718.562.874.000
1173;CASINHAS;PE;104;49;153;320.261.437.908.496.000;679.738.562.091.503.000
505;BARCARENA;PA;450;212;662;320.241.691.842.900.000;679.758.308.157.099.000
3643;PARNAGUµ;PI;68;32;100;320.000.000.000.000.000;680.000.000.000.000.000
2471;IVATUBA;PR;68;32;100;320.000.000.000.000.000;680.000.000.000.000.000
2887;MALHADA DOS BOIS;SE;68;32;100;320.000.000.000.000.000;680.000.000.000.000.000
5463;VANINI;RS;51;24;75;320.000.000.000.000.000;680.000.000.000.000.000
2823;LU÷S DOMINGUES;MA;117;55;172;319.767.441.860.465.000;680.232.558.139.534.000
842;CACAUL∂NDIA;RO;117;55;172;319.767.441.860.465.000;680.232.558.139.534.000
4570;SANTO ANT‚NIO DA BARRA;GO;117;55;172;319.767.441.860.465.000;680.232.558.139.534.000
2809;LONTRAS;SC;100;47;147;319.727.891.156.462.000;680.272.108.843.537.000
3945;PONTE ALTA DO NORTE;SC;100;47;147;319.727.891.156.462.000;680.272.108.843.537.000
3888;PIRPIRITUBA;PB;100;47;147;319.727.891.156.462.000;680.272.108.843.537.000
2961;MARECHAL FLORIANO;ES;183;86;269;319.702.602.230.483.000;680.297.397.769.516.000
2562;JARINU;SP;315;148;463;319.654.427.645.788.000;680.345.572.354.211.000
3369;NOVA ODESSA;SP;298;140;438;319.634.703.196.347.000;680.365.296.803.652.000
4062;PRIMAVERA;PA;132;62;194;319.587.628.865.979.000;680.412.371.134.020.000
4429;SANTA HELENA;PB;66;31;97;319.587.628.865.979.000;680.412.371.134.020.000
427;AUGUSTIN‡POLIS;TO;147;69;216;319.444.444.444.444.000;680.555.555.555.555.000
1291;CLµUDIO;MG;245;115;360;319.444.444.444.444.000;680.555.555.555.555.000
1548;DEMERVAL LOB«O;PI;147;69;216;319.444.444.444.444.000;680.555.555.555.555.000
1934;GOIANµPOLIS;GO;196;92;288;319.444.444.444.444.000;680.555.555.555.555.000
4590;SANTO ANT‚NIO DO LEVERGER;MT;179;84;263;319.391.634.980.988.000;680.608.365.019.011.000
2097;IBATEGUARA;AL;130;61;191;319.371.727.748.691.000;680.628.272.251.308.000
4779;S«O JOSê DA LAPA;MG;260;122;382;319.371.727.748.691.000;680.628.272.251.308.000
773;BREJO;MA;211;99;310;319.354.838.709.677.000;680.645.161.290.322.000
2029;GUARANI D'OESTE;SP;81;38;119;319.327.731.092.436.000;680.672.268.907.563.000
4027;PRAIA NORTE;TO;81;38;119;319.327.731.092.436.000;680.672.268.907.563.000
4385;SANTA BRANCA;SP;307;144;451;319.290.465.631.929.000;680.709.534.368.070.000
1023;CANDEIAS DO JAMARI;RO;354;166;520;319.230.769.230.769.000;680.769.230.769.230.000
4703;S«O GONÄALO DO PARµ;MG;177;83;260;319.230.769.230.769.000;680.769.230.769.230.000
1222;CEDRO DO ABAETê;MG;64;30;94;319.148.936.170.212.000;680.851.063.829.787.000
5590;WESTFµLIA;RS;32;15;47;319.148.936.170.212.000;680.851.063.829.787.000
4257;RIO NEGRO;PR;239;112;351;319.088.319.088.319.000;680.911.680.911.680.000
917;CALIF‡RNIA;PR;175;82;257;319.066.147.859.922.000;680.933.852.140.077.000
1656;ELDORADO DO SUL;RS;254;119;373;319.034.852.546.916.000;680.965.147.453.083.000
2931;MARACAJU;MS;222;104;326;319.018.404.907.975.000;680.981.595.092.024.000
1627;DORMENTES;PE;79;37;116;318.965.517.241.379.000;681.034.482.758.620.000
1830;FORMIGUEIRO;RS;79;37;116;318.965.517.241.379.000;681.034.482.758.620.000
610;BENTO GONÄALVES;RS;316;148;464;318.965.517.241.379.000;681.034.482.758.620.000
203;AMêRICO BRASILIENSE;SP;316;148;464;318.965.517.241.379.000;681.034.482.758.620.000
4903;S«O PEDRO DO SUL;RS;126;59;185;318.918.918.918.918.000;681.081.081.081.081.000
3778;PêROLA;PR;94;44;138;318.840.579.710.144.000;681.159.420.289.855.000
4761;S«O JO«O DOS PATOS;MA;94;44;138;318.840.579.710.144.000;681.159.420.289.855.000
2318;ITAGIBµ;BA;203;95;298;318.791.946.308.724.000;681.208.053.691.275.000
2474;IVORµ;RS;62;29;91;318.681.318.681.318.000;681.318.681.318.681.000
4281;ROCHEDO;MS;124;58;182;318.681.318.681.318.000;681.318.681.318.681.000
589;BELêM DO BREJO DO CRUZ;PB;62;29;91;318.681.318.681.318.000;681.318.681.318.681.000
2073;HIDROL∂NDIA;GO;231;108;339;318.584.070.796.460.000;681.415.929.203.539.000
2634;JUARINA;TO;77;36;113;318.584.070.796.460.000;681.415.929.203.539.000
5402;UMARI;CE;77;36;113;318.584.070.796.460.000;681.415.929.203.539.000
1655;ELDORADO;SP;169;79;248;318.548.387.096.774.000;681.451.612.903.225.000
2167;IGUABA GRANDE;RJ;353;165;518;318.532.818.532.818.000;681.467.181.467.181.000
2417;ITAQUI;RS;184;86;270;318.518.518.518.518.000;681.481.481.481.481.000
4480;SANTA RITA;MA;199;93;292;318.493.150.684.931.000;681.506.849.315.068.000
65;µGUAS BELAS;PE;199;93;292;318.493.150.684.931.000;681.506.849.315.068.000
151;ALTO CAPARA‡;MG;107;50;157;318.471.337.579.617.000;681.528.662.420.382.000
1121;CARIDADE;CE;107;50;157;318.471.337.579.617.000;681.528.662.420.382.000
2916;MANOEL VIANA;RS;107;50;157;318.471.337.579.617.000;681.528.662.420.382.000
2336;ITAITINGA;CE;244;114;358;318.435.754.189.944.000;681.564.245.810.055.000
3847;PIO XII;MA;122;57;179;318.435.754.189.944.000;681.564.245.810.055.000
255;ANORI;AM;137;64;201;318.407.960.199.004.000;681.592.039.800.995.000
1534;CUTIAS;AP;152;71;223;318.385.650.224.215.000;681.614.349.775.784.000
1610;DOM PEDRITO;RS;180;84;264;318.181.818.181.818.000;681.818.181.818.181.000
373;AREIA DE BARAÈNAS;PB;60;28;88;318.181.818.181.818.000;681.818.181.818.181.000
609;BENTO FERNANDES;RN;90;42;132;318.181.818.181.818.000;681.818.181.818.181.000
4182;RIALMA;GO;105;49;154;318.181.818.181.818.000;681.818.181.818.181.000
2771;LAVRINHAS;SP;240;112;352;318.181.818.181.818.000;681.818.181.818.181.000
2964;MARI;PB;165;77;242;318.181.818.181.818.000;681.818.181.818.181.000
3208;MORRO DO PILAR;MG;120;56;176;318.181.818.181.818.000;681.818.181.818.181.000
3260;NATêRCIA;MG;105;49;154;318.181.818.181.818.000;681.818.181.818.181.000
5274;TIMB‡ GRANDE;SC;135;63;198;318.181.818.181.818.000;681.818.181.818.181.000
4619;S«O BENTO ABADE;MG;165;77;242;318.181.818.181.818.000;681.818.181.818.181.000
245;ANGRA DOS REIS;RJ;551;257;808;318.069.306.930.693.000;681.930.693.069.306.000
4300;RONDON DO PARµ;PA;253;118;371;318.059.299.191.374.000;681.940.700.808.625.000
2761;LASSANCE;MG;178;83;261;318.007.662.835.249.000;681.992.337.164.750.000
4847;S«O LU÷S GONZAGA DO MARANH«O;MA;178;83;261;318.007.662.835.249.000;681.992.337.164.750.000
2536;JAPARATUBA;SE;266;124;390;317.948.717.948.717.000;682.051.282.051.282.000
4089;QUATRO BARRAS;PR;191;89;280;317.857.142.857.142.000;682.142.857.142.857.000
1988;GUADALUPE;PI;88;41;129;317.829.457.364.341.000;682.170.542.635.658.000
1419;CORONEL SAPUCAIA;MS;73;34;107;317.757.009.345.794.000;682.242.990.654.205.000
1956;GOVERNADOR EDISON LOB«O;MA;204;95;299;317.725.752.508.361.000;682.274.247.491.638.000
2178;ILHA COMPRIDA;SP;204;95;299;317.725.752.508.361.000;682.274.247.491.638.000
3012;MAT«O;SP;335;156;491;317.718.940.936.863.000;682.281.059.063.136.000
2711;LAGOA DO S÷TIO;PI;58;27;85;317.647.058.823.529.000;682.352.941.176.470.000
4214;RIO BOM;PR;116;54;170;317.647.058.823.529.000;682.352.941.176.470.000
4426;SANTA GERTRUDES;SP;290;135;425;317.647.058.823.529.000;682.352.941.176.470.000
4476;SANTA MERCEDES;SP;116;54;170;317.647.058.823.529.000;682.352.941.176.470.000
118;ALHANDRA;PB;159;74;233;317.596.566.523.605.000;682.403.433.476.394.000
498;BAR«O DO TRIUNFO;RS;101;47;148;317.567.567.567.567.000;682.432.432.432.432.000
3900;PLANALTINA DO PARANµ;PR;101;47;148;317.567.567.567.567.000;682.432.432.432.432.000
2516;JAGUARIÈNA;SP;316;147;463;317.494.600.431.965.000;682.505.399.568.034.000
2604;JO«O DIAS;RN;43;20;63;317.460.317.460.317.000;682.539.682.539.682.000
3785;PETROL∂NDIA;PE;215;100;315;317.460.317.460.317.000;682.539.682.539.682.000
537;BARRA FUNDA;RS;43;20;63;317.460.317.460.317.000;682.539.682.539.682.000
1963;GOVERNADOR NEWTON BELLO;MA;129;60;189;317.460.317.460.317.000;682.539.682.539.682.000
5493;VASSOURAS;RJ;344;160;504;317.460.317.460.317.000;682.539.682.539.682.000
4931;S«O SEBASTI«O DO PASSê;BA;314;146;460;317.391.304.347.826.000;682.608.695.652.173.000
5214;TARUM«;SP;228;106;334;317.365.269.461.077.000;682.634.730.538.922.000
1467;CRISTAL∂NDIA DO PIAU÷;PI;71;33;104;317.307.692.307.692.000;682.692.307.692.307.000
1473;CRISTINµPOLIS;SE;142;66;208;317.307.692.307.692.000;682.692.307.692.307.000
997;CAMPOS DE JÈLIO;MT;71;33;104;317.307.692.307.692.000;682.692.307.692.307.000
5470;VARGEM BONITA;SC;71;33;104;317.307.692.307.692.000;682.692.307.692.307.000
3133;MOJU;PA;411;191;602;317.275.747.508.305.000;682.724.252.491.694.000
4934;S«O SEBASTI«O DO TOCANTINS;TO;99;46;145;317.241.379.310.344.000;682.758.620.689.655.000
3614;PARANAIGUARA;GO;127;59;186;317.204.301.075.268.000;682.795.698.924.731.000
3581;PAPAGAIOS;MG;127;59;186;317.204.301.075.268.000;682.795.698.924.731.000
4413;SANTA CRUZ DO SUL;RS;366;170;536;317.164.179.104.477.000;682.835.820.895.522.000
432;AURELINO LEAL;BA;183;85;268;317.164.179.104.477.000;682.835.820.895.522.000
70;µGUAS DE S«O PEDRO;SP;140;65;205;317.073.170.731.707.000;682.926.829.268.292.000
4475;SANTA MARIANA;PR;97;45;142;316.901.408.450.704.000;683.098.591.549.295.000
4610;SANT‡POLIS DO AGUAPE÷;SP;97;45;142;316.901.408.450.704.000;683.098.591.549.295.000
1114;CARDEAL DA SILVA;BA;166;77;243;316.872.427.983.539.000;683.127.572.016.460.000
947;CAMPESTRE DO MARANH«O;MA;138;64;202;316.831.683.168.316.000;683.168.316.831.683.000
1510;CUNHA POR«;SC;69;32;101;316.831.683.168.316.000;683.168.316.831.683.000
4348;SALMOUR«O;SP;138;64;202;316.831.683.168.316.000;683.168.316.831.683.000
2997;MARTINS;RN;69;32;101;316.831.683.168.316.000;683.168.316.831.683.000
5309;TRAMANDA÷;RS;207;96;303;316.831.683.168.316.000;683.168.316.831.683.000
302;ARAÄATUBA;SP;358;166;524;316.793.893.129.770.000;683.206.106.870.229.000
224;ANAPURUS;MA;110;51;161;316.770.186.335.403.000;683.229.813.664.596.000
4433;SANTA IN“S;MA;330;153;483;316.770.186.335.403.000;683.229.813.664.596.000
3485;OR‡S;CE;110;51;161;316.770.186.335.403.000;683.229.813.664.596.000
847;CACHOEIRA DA PRATA;MG;151;70;221;316.742.081.447.963.000;683.257.918.552.036.000
1477;CRIXµS DO TOCANTINS;TO;82;38;120;316.666.666.666.666.000;683.333.333.333.333.000
1216;CEARµ-MIRIM;RN;246;114;360;316.666.666.666.666.000;683.333.333.333.333.000
3541;PALHANO;CE;82;38;120;316.666.666.666.666.000;683.333.333.333.333.000
3202;MORRO AGUDO DE GOIµS;GO;82;38;120;316.666.666.666.666.000;683.333.333.333.333.000
2805;LOBATO;PR;82;38;120;316.666.666.666.666.000;683.333.333.333.333.000
4623;S«O BENTO DO TOCANTINS;TO;82;38;120;316.666.666.666.666.000;683.333.333.333.333.000
2040;GUARATINGUETµ;SP;462;214;676;316.568.047.337.278.000;683.431.952.662.721.000
1800;FILADêLFIA;TO;95;44;139;316.546.762.589.928.000;683.453.237.410.071.000
3259;NATAL∂NDIA;MG;95;44;139;316.546.762.589.928.000;683.453.237.410.071.000
352;ARARUAMA;RJ;568;263;831;316.486.161.251.504.000;683.513.838.748.495.000
2502;JACUTINGA;RS;54;25;79;316.455.696.202.531.000;683.544.303.797.468.000
2568;JATI;CE;54;25;79;316.455.696.202.531.000;683.544.303.797.468.000
